8.063013083780988799e-01,-3.395881113013767383e+00,-4.987497019700726231e-01,-8.460640483464563211e-01,-2.797885298818663102e-01,6.024609919998476226e-02,8.553304516201698515e-02,-3.873273145975312248e-01,-2.303896930676990196e-01,7.202142221932507360e-02,2.330293100020624023e-02,1.533554830388831891e-01,-6.935748010113007567e-02,-1.451922475650654354e-01,-2.263994135878132363e-01,-2.078281003831245477e-01,-1.211903126363131633e-01,9.238067592864190880e-02,8.826965909808504041e-02,6.488129426659439147e-03
7.863715527684638218e-01,-3.504094306823462013e+00,-1.280760371446300616e-01,-5.285520339994494998e-01,-4.198777381029035194e-01,-3.713256022208901719e-01,-6.226305247741283910e-01,-5.471876460068874071e-01,-1.225399643704899733e-01,-2.910500126259541465e-01,-2.846836643099697195e-01,2.781635000615367281e-01,3.351753989017239310e-02,3.641149137036597816e-02,7.595034099013581175e-02,-2.601076608723174033e-02,-8.768598521470521989e-03,4.420718397113032605e-02,1.568974710208244361e-02,-7.542555451736321359e-02
5.726579961670681396e-01,-3.716797822392354789e+00,-9.034175975817884119e-01,-7.624982584605380920e-01,-9.757408911743595259e-02,-3.923496981548225127e-01,-5.258019751654039453e-01,-4.633600713923001768e-01,-4.628364342176635171e-01,-1.319089708528201760e-02,1.648420912910787961e-01,5.513371203428236306e-02,-1.368254320671004332e-01,4.603852032871949551e-02,1.225352908636895555e-01,2.554788037725529981e-01,1.921953141251394326e-01,1.703230764933503227e-01,-1.905888446424038318e-01,6.288735846064352764e-02
7.794494005506975576e-01,-3.618787583634759386e+00,-1.101968004391820077e+00,-1.029836068773488655e+00,-6.823836417122272624e-02,-3.824226689088801590e-01,-4.221517803220218301e-01,-3.010601174756863951e-01,9.019234334449086066e-02,-7.684521670413517469e-02,1.563775879466786090e-01,1.066268198350246027e-01,-1.383428641885545429e-01,9.536481669769160396e-02,1.718487625765914573e-01,2.520997102836188275e-01,2.248020469764356460e-02,-7.061601798950500886e-02,-3.432136800268381638e-02,2.667702552017117146e-01
5.772711509190555645e-01,-3.902904665442967325e+00,-5.651054794269185777e-01,-3.075293265133796639e-01,-2.404095142866482515e-01,-3.553707837119179369e-01,7.285934851609139618e-02,8.803176966002028425e-02,2.541356935145691054e-01,-1.759299585510437081e-01,-4.420161321897763118e-01,-4.142553869741337214e-01,-1.101056632189377493e-01,2.475464469665121792e-01,-1.854215601459248131e-01,-9.034208352159789346e-03,6.799364841600007148e-02,1.670059446559062910e-01,-7.085777029984879904e-02,1.424036035371529785e-01
4.146354322560393824e-01,-3.769000303495357418e+00,-9.396522814290162451e-01,-7.951562688770985599e-01,-5.056297991557856530e-01,-4.715293661836614802e-01,-2.285920944049465997e-01,-1.813085233609539326e-01,-3.007904286269585947e-02,1.945619279895697828e-01,2.593239815933763848e-01,3.677138949241799681e-02,1.125634599945773695e-01,4.629215366301252244e-02,2.816127477300094939e-01,-3.374598847424972736e-02,-1.181036991531648206e-01,7.214974073488261697e-02,3.282385008061761145e-02,8.861006836803797526e-02
1.167335380177348503e+00,-3.201314138747577864e+00,-5.640767424412236331e-01,-7.191137065467874123e-01,-5.297950336590341314e-01,-4.748343758401563641e-01,1.954482519914800542e-01,-4.087363554691997303e-02,-2.085308620748361208e-01,-4.059284245701440252e-02,3.388445532108197433e-01,1.108906775323550281e-01,1.584268374106164168e-01,-5.263309872772119202e-02,1.207402448707103615e-01,-3.018171611553005507e-02,-6.695264756780117121e-02,9.587570548859636332e-02,-8.586281194235512171e-02,-1.060056388041359376e-01
6.581823221360472154e-01,-3.741380157055585798e+00,-5.761240206849418399e-01,-1.398253412377169214e-01,-1.418784708610304202e-01,1.630203933397511920e-02,-1.535047760297027220e-01,-3.088347095821164512e-01,-1.657037118781803375e-01,-1.430160901572434529e-01,6.954185244090851925e-02,1.881368679799935023e-02,5.544596762987347160e-02,-2.081879990998922458e-01,-6.852559186207965447e-02,-3.350599469091194993e-02,-1.051838320842809482e-01,4.129325470487177352e-02,-2.455280091506500950e-02,-1.861888876964645778e-01
9.700843790259592314e-01,-3.675149054741576826e+00,-6.207928711830268398e-01,-4.331674638025709290e-01,-2.873043355772422758e-01,-2.210294020453704988e-01,-3.590968706191302595e-02,1.836864045657499722e-01,2.353333293437386842e-01,-1.228787804587527788e-02,-2.029676538463045521e-01,-3.771757880482194958e-01,1.208762024391678291e-02,-1.641977413435379840e-01,-9.059486032303762371e-02,4.921881208510067718e-02,6.273050594517481926e-02,2.031895638814291138e-01,-3.821256324375305047e-02,-2.693234501857346697e-01
8.050007641132366221e-01,-3.619029285488827519e+00,-4.897594905674991783e-01,-5.543630590713765072e-01,-2.899712384398523413e-01,-2.135190681459335771e-01,-7.471387936479538527e-02,1.039582809900120863e-01,6.428084724676623452e-02,-1.552681125679115925e-01,-2.965463585086415832e-01,-4.812366624803467996e-01,7.951663588364639434e-02,9.273246535795492962e-02,-1.137338482082282526e-01,6.465446411437564267e-02,1.012628303472042357e-01,-1.002618191146831261e-02,1.320005818934119612e-01,-1.032896106763627753e-01
9.168445147604312728e-01,-3.504265679595085281e+00,-4.413045362060922239e-01,-6.255374954305900070e-01,-3.042156090908184063e-01,-3.554820581751674258e-01,-4.577745860429612845e-01,1.561548800206344345e-02,2.149819651291282052e-03,-3.690488788235262163e-01,-1.497473192313676649e-01,-3.614288455151200008e-01,-1.863522710338212929e-01,-2.407695869975350622e-01,-8.458854775796276204e-02,1.128925535925487250e-01,1.637470548765936895e-01,1.614994412683907754e-01,-1.131115438150931407e-01,-2.910527094382220348e-02
1.026061413919882703e+00,-3.216369992356562513e+00,-5.670148300574687772e-01,-4.395354021455979976e-01,-3.872747093904955751e-01,-3.152911362433719056e-01,-2.873068708858441678e-01,-2.580854630909452108e-01,-1.980253146189780988e-01,-3.903191863982666265e-01,-2.196765372532725191e-01,-2.587049278110788442e-01,-1.046799869039841679e-01,1.680247856984448118e-01,1.503380962767645324e-01,-1.708092215843467210e-01,3.591412934569646054e-02,8.071992796819432714e-02,9.921070401083317836e-02,9.963681333411322782e-02
8.147059481435175998e-01,-3.300852317748160125e+00,-3.021138061782374651e-01,-5.294352368589407831e-01,-5.622727097804720575e-01,-4.976166346375011651e-01,-4.661704692456511423e-02,8.222221286957001607e-02,-3.223013002945300798e-01,-1.215779145476229284e-01,2.999303959747897652e-01,1.194050432370316883e-01,7.401978402245586175e-02,5.866267841123524313e-02,9.458860628401044579e-02,-2.812043560978139123e-02,-5.946073365562704049e-02,-7.143920323152672114e-02,1.348023510646509382e-02,4.226051286025689357e-02
3.828351544812111928e-01,-3.593488167576475600e+00,-2.393624765724803871e-01,-4.914007606673353457e-01,-5.922755124515040048e-01,-3.525431165104050968e-01,-1.023383506347924909e-01,-4.221839457596181233e-02,-1.916909339740223150e-01,-1.177027280535386522e-02,2.722027311770271463e-01,5.378108361589100106e-01,7.821802150485916705e-02,-1.282130862886006820e-02,5.135008234528751214e-02,-2.808175536114779214e-01,-3.543601393651072962e-01,8.262309001972528710e-02,1.871956684810083815e-01,1.348356063957063533e-01
6.836806203276950544e-01,-3.502627613769201620e+00,-1.464613698813025666e-01,-6.270200450003389214e-01,-5.876478453743643193e-01,-2.811065797102306751e-01,2.628677640976687102e-02,-1.241479488272612952e-01,-3.643604335692646190e-02,-2.883135441709128166e-01,1.662238596244249578e-01,-1.616894268758832798e-01,-8.871753288130729276e-02,-1.649728890245220903e-01,1.667017098507819206e-01,4.274634191468296152e-02,-2.420596262587721148e-01,1.072669928729316768e-01,2.835606424346285293e-01,1.956480280877035405e-01
7.633326520479256638e-01,-3.552550386880405142e+00,-3.439334906518684010e-01,-5.317131856631921449e-01,-6.320852415774897981e-01,-4.112429769425691717e-01,-3.040934683166687802e-01,-4.216165790009517300e-01,-1.446680175744229357e-01,4.512626207342007589e-02,-1.274939687612841946e-02,-5.811882385082593749e-02,1.687559684386809589e-01,1.838368592388594236e-01,3.561979045084834872e-01,1.803124604449257706e-01,9.058220571775216223e-02,2.194318610762460153e-01,3.136333313979534632e-01,1.393390782918888515e-01
1.256125891811062045e+00,-3.138030866939347963e+00,-1.609389827635535064e-01,-7.277029427481704893e-01,-5.651641125341033689e-01,-1.373543231304115153e-01,-3.731665435653812590e-01,-3.349250732099736672e-01,-2.570373538594892260e-01,-2.016555297163551974e-01,-1.938128554375883050e-01,1.552405158163767118e-01,9.208935995408198960e-02,1.784395921174618538e-01,1.407922236616869771e-01,4.280693954206245266e-02,7.628883915146586481e-02,-1.058258853256029419e-01,-1.024783610364469744e-01,-1.217147642298854748e-03
6.997525736508175553e-01,-3.830015298251838285e+00,-7.614820070779875216e-01,-4.622889001530886555e-01,-4.181966082040446953e-01,-1.797969189083068742e-01,3.754182577453408776e-01,-1.024188441428575402e-01,-1.147364349087805491e-01,-2.998928295012953660e-02,-1.575369003153634095e-01,-3.256446932346096501e-01,-2.332114194193339873e-01,-2.100897178524251119e-01,4.602424882111175175e-02,6.410343223904102494e-03,-4.301200018169901163e-02,-1.334936959841785953e-01,4.412836072146203437e-02,5.920994146598967944e-03
3.576106864575277489e-01,-3.663174774952286938e+00,-6.680269555914858381e-01,-7.425840243789100237e-01,-2.190099219047770551e-01,7.876907879766260889e-02,2.041585565540889047e-01,-1.266690703809615903e-01,-2.882043364509304650e-01,-3.341459545061569725e-01,-3.873089293494636487e-01,-1.432015922990361179e-01,-5.078050748232235123e-02,-2.691974229658354312e-01,-3.517041908916337944e-02,1.164947434796154008e-01,-9.036669078854400738e-02,-3.417004008629590528e-01,-7.560380782747400108e-02,-6.030502507209933860e-02
4.719345018896085597e-01,-3.814666128918399401e+00,-6.564183370874605572e-01,-3.344735537546146831e-01,-1.953040102046619819e-01,1.758549276467190059e-01,-8.515277678656563154e-03,-2.301550783877242545e-01,-1.927460910433898555e-01,-1.809855721542510398e-01,8.992703640265153897e-02,9.629003792222472213e-02,1.119106013554294204e-01,-5.522376017971726558e-02,-1.677068466962311488e-01,-3.342274276335238103e-01,-3.589842880717554474e-02,8.156806731507798558e-02,-1.270028400114897593e-02,-1.603422706213268878e-01
4.251326207828148851e-01,-4.256709136299375196e+00,-7.088240327448108724e-01,-5.719540243455654149e-01,-5.598935540213664241e-01,-6.583014922281511527e-01,1.335229616069212866e-01,-1.943043269824031305e-01,-4.033402085705356521e-02,1.106499381575411778e-01,3.434945759488285955e-01,2.936049852746267508e-01,1.891471106522091827e-01,-5.558503039198024742e-02,-3.552766527108620898e-02,-4.525010490258718487e-03,-1.164274991814823190e-01,4.350812149791188910e-02,1.581522962134868093e-01,2.257914933017683978e-01
5.031841122034280689e-01,-4.075678403070252642e+00,-7.139291301959616032e-01,1.119270953247060441e-01,8.031000856699918589e-02,3.485002865260221350e-02,-2.388929841484620231e-01,2.712369541132179929e-02,2.462257087809235911e-02,8.103489669304464460e-02,5.012937199443677147e-03,1.369120547514585118e-02,1.622764720514979497e-01,-1.817076052026510014e-01,1.688456521807890354e-01,-1.811247290770389151e-01,-2.422315995146932799e-01,-1.225507132105880248e-01,-9.564186390109347125e-02,1.488190516137049002e-01
3.128806378160283730e-01,-3.856557536459350288e+00,-2.636659467216077024e-01,-3.149390987329951375e-01,-4.327661058005770611e-01,-5.591621473115510055e-01,-2.484528871929318483e-01,-2.937949166694160952e-01,6.225907999394643400e-02,2.129197121091314648e-01,2.233030718141315596e-01,3.709588873481741156e-01,-2.630996366790104568e-02,-1.428473133189711031e-01,-1.012599916053305016e-01,-9.196865538806997531e-02,-9.661947397963854822e-02,1.260775695731685131e-01,2.192626749626512828e-01,2.550308765664710542e-02
8.919933591962172503e-01,-3.582227559978156783e+00,-5.816872334476601569e-01,2.070563438528885344e-02,-1.208866292780848561e-01,-4.388371192740610494e-01,-7.213874450842139296e-01,-4.619904213638721391e-01,-1.256408761135777985e-01,-4.000703450963267738e-01,-3.879839669714075234e-01,-1.169779181678343161e-01,-1.017393667270000690e-01,-3.475103162337520035e-02,1.570841855462495884e-01,-9.046340926611823319e-02,2.079039219326244692e-01,2.447563056526826444e-02,-7.205159068021327329e-02,-2.304716205001240414e-01
8.909995474450823627e-01,-3.229570528685445474e+00,-5.296047302701204496e-01,-7.134878477413995057e-01,-3.896872259483976642e-01,-5.664451011789979340e-01,-2.770654848868147058e-01,-2.682503143593996664e-01,-4.836428917215843670e-01,-4.114921037626517730e-01,-3.643121177922586940e-01,-2.317290223397070748e-01,-6.900607511550338469e-02,-9.689696998006175344e-02,-9.535349553100913589e-02,-3.440915394046378806e-02,-3.596625166542843921e-02,6.663073859569090818e-02,1.436561677731395259e-01,2.589977009284853970e-01
